"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"eatq_city_move_p","Integer","","Recommended","Thinks it would be exciting to move to a new city. / Piensa que ser__a emocionante mudarse a una nueva ciudad.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_city_move_p"
"eatq_right_away_p","Integer","","Recommended","When asked to do something does it right away even if s/he doesn't want to. / Cuando se le pide que haga algo lo hace de inmediato aunque no quiera hacerlo.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_right_away_p"
"eatq_spend_time_p","Integer","","Recommended","Would like to be able to spend time with a good friend every day. / Le gustar__a poder pasar tiempo con un buen amigo/a todos los d__as.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_spend_time_p"
"eatq_rude_p","Integer","","Recommended","Tends to be rude to people s/he doesn't like. / Tiende a ser grosero/a con la gente que no le agrada.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_rude_p"
"eatq_annoyed_p","Integer","","Recommended","Is annoyed by little things other kids do. / Se enoja por peque_eces que otros ni_os hacen.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_annoyed_p"
"eatq_irritated_crit_p","Integer","","Recommended","Gets very irritated when someone criticizes her/him. / Se irrita mucho cuando alguien lo/a critica.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_irritated_crit_p"
"eatq_distracted_p","Integer","","Recommended","When interrupted or distracted forgets what s/he was about to say. / Cuando lo/a interrumpen o distraen se olvida de lo que estaba a punto de decir.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_distracted_p"
"eatq_impulse_p","Integer","","Recommended","Is more likely to do something s/he shouldn't do the more s/he tries to stop her/himself. / Es m__s probable que haga algo que no deber__a hacer aunque trate mucho de evitarlo.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_impulse_p"
"eatq_hugs_p","Integer","","Recommended","Enjoys exchanging hugs with people s/he likes. / Le gusta abrazar a la gente que le agrada.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_hugs_p"
"eatq_blame_p","Integer","","Recommended","Tends to try to blame mistakes on someone else. / Tiende a echarle la culpa de errores a otras personas.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_blame_p"
"eatq_sad_p","Integer","","Recommended","Is sad more often than other people realize. / Est__ triste m__s a menudo de lo que otras personas creen.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_sad_p"
"eatq_social_p","Integer","","Recommended","Can generally think of something to say even with strangers. / Por lo general se le ocurre algo que decir incluso con desconocidos.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_social_p"
"eatq_sea_dive_p","Integer","","Recommended","Wouldn't be afraid to try a risky sport like deep sea diving. / No le dar__a miedo practicar un deporte peligroso","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_sea_dive_p"
"eatq_travel_p","Integer","","Recommended","Expresses a desire to travel to exotic places when s/he hears about them. / Expresa el deseo de viajar a lugares ex__ticos cuando escucha de ellos.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_travel_p"
"eatq_worry_p","Integer","","Recommended","Worries about our family when s/he is not with us. / Se preocupa por nuestra familia cuando no est__ con nosotros.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_worry_p"
"eatq_irritated_place_p","Integer","","Recommended","Gets irritated when I will not take her/him someplace s/he wants to go. / Se irrita cuando no lo quiero llevar a un lugar al que quiere ir.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_irritated_place_p"
"eatq_doorslam_p","Integer","","Recommended","Slams doors when angry. / Cierra de golpe las puertas cuando est__ enojado/a.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_doorslam_p"
"eatq_hardly_sad_p","Integer","","Recommended","Is hardly ever sad even when lots of things are going wrong. / Casi nunca est__ triste incluso cuando muchas cosas andan mal.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_hardly_sad_p"
"eatq_race_car_p","Integer","","Recommended","Would like driving a racing car. / Le gustar__a conducir un carro de carreras.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_race_car_p"
"eatq_try_focus_p","Integer","","Recommended","Has a difficult time tuning out background noise and concentrating when trying to study. / Tiene dificultades para ignorar el ruido de fondo y concentrarse cuando trata de estudiar.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_try_focus_p"
"eatq_finish_hw_p","Integer","","Recommended","Usually finishes her/his homework before it's due. / 37) Normalmente termina su tarea antes de tener que entregarla.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_finish_hw_p"
"eatq_school_excite_p","Integer","","Recommended","Likes it when something exciting and different happens at school. / Le gusta cuando algo emocionante y diferente sucede en la escuela.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_school_excite_p"
"eatq_early_start_p","Integer","","Recommended","Usually gets started right away on difficult assignments. / Normalmente inicia de inmediato las tareas dif__ciles.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_early_start_p"
"eatq_peripheral_p","Integer","","Recommended","Is good at keeping track of several different things that are happening around her/him. / Es bueno para mantenerse al tanto de varias cosas diferentes que est__n sucediendo a su alrededor.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_peripheral_p"
"eatq_energized_p","Integer","","Recommended","Is energized by being in large crowds of people. / Se anima al estar entre grandes multitudes de personas.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_energized_p"
"eatq_makes_fun_p","Integer","","Recommended","Makes fun of how other people look. / Se burla de la apariencia de los dem__s.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_makes_fun_p"
"eatq_no_criticize_p","Integer","","Recommended","Doesn't criticize others. / No critica a los dem__s.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_no_criticize_p"
"eatq_close_rel_p","Integer","","Recommended","Wants to have close relationships with other people. / Quiere tener relaciones cercanas con otras personas.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_close_rel_p"
"eatq_is_shy_p","Integer","","Recommended","Is shy. / Es t__mido/a.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_is_shy_p"
"eatq_irritated_enjoy_p","Integer","","Recommended","Gets irritated when s/he has to stop doing something s/he is enjoying. / Se irrita cuando tiene que dejar de hacer algo que est__ disfrutando.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_irritated_enjoy_p"
"eatq_puts_off_p","Integer","","Recommended","Usually puts off working on a project until it is due. / Normalmente pospone trabajar en un proyecto hasta que tiene que entregarlo.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_puts_off_p"
"eatq_laugh_control_p","Integer","","Recommended","Is able to stop him/herself from laughing at inappropriate times. / Puede evitar re__rse en momentos inapropiados.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_laugh_control_p"
"eatq_attachment_p","Integer","","Recommended","Is afraid of the idea of me dying or leaving her/him. / Le asusta la idea de que me muera o lo/a deje.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_attachment_p"
"eatq_sidetracked_p","Integer","","Recommended","Is often in the middle of doing one thing and then goes off to do something else without finishing it. / A menudo est__ a la mitad de hacer una cosa y la deja sin terminar para ponerse hacer otra cosa.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_sidetracked_p"
"eatq_not_shy_p","Integer","","Recommended","Is not shy. / No es t__mido/a.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_not_shy_p"
"eatq_friendly_p","Integer","","Recommended","Is quite a warm and friendly person. / Es una persona muy c__lida y amistosa.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_friendly_p"
"eatq_seems_sad_p","Integer","","Recommended","Sometimes seems sad even when s/he should be enjoying her/himself like at Christmas or on a trip. / A veces parece triste incluso cuando deber__a estar divirti_ndose como en Navidad o en un viaje.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_seems_sad_p"
"eatq_ball_scared_p","Integer","","Recommended","Doesn't enjoy playing softball or baseball because s/he is afraid of the ball. / No le gusta jugar softball o b_isbol porque le tiene miedo a la pelota.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_ball_scared_p"
"eatq_meet_p","Integer","","Recommended","Likes meeting new people. / Le gusta conocer gente nueva.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_meet_p"
"eatq_dark_scared_p","Integer","","Recommended","Feels scared when entering a darkened room at night. / Le da miedo entrar en una habitaci__n oscura por la noche.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_dark_scared_p"
"eatq_rides_scared_p","Integer","","Recommended","Wouldn't want to go on the frightening rides at the fair. / No desear__a subirse a las atracciones que dan miedo en la feria.","5;4;3;2;1","5=Almost always untrue / Casi siempre falso; 4=Usually untrue / Por lo general falso; 3=Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 2=Usually true / Por lo general verdadero; 1= Almost always true / Casi siempre verdadero","eatq_phenx_rides_scared_p"
"eatq_disagree_p","Integer","","Recommended","Hates it when people don't agree with him/her. / Odia cuando la gente no est__ de acuerdo con _l/ella.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_disagree_p"
"eatq_frustrated_p","Integer","","Recommended","Gets very frustrated when s/he makes a mistake in her/his school work. / Se frustra mucho cuando comete un error en sus tareas escolares.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_frustrated_p"
"eatq_stick_to_plan_p","Integer","","Recommended","Is usually able to stick with his/her plans and goals. / Por lo general es capaz de seguir con sus planes y metas.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_stick_to_plan_p"
"eatq_close_attention_p","Integer","","Recommended","Pays close attention when someone tells her/him how to do something. / Presta mucha atenci__n cuando alguien le explica c__mo hacer algo.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_close_attention_p"
"eatq_alone_p","Integer","","Recommended","Is nervous being home alone. / Lo pone nervioso/a estar solo/a en casa.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_alone_p"
"eatq_shy_meet_p","Integer","","Recommended","Feels shy about meeting new people. / Es t__mido/a para conocer gente nueva.","1 :: 5","1=Almost always untrue / Casi siempre falso; 2= Usually untrue / Por lo general falso; 3= Sometimes true sometimes untrue / Algunas veces verdadero algunas veces falso; 4= Usually true / Por lo general verdadero; 5 =Almost always true / Casi siempre verdadero","eatq_phenx_shy_meet_p"
